address,city,neighbourhood,bed,bath,type,style,walk_score,lot_size,age,size,listed_price,estimated_mortgage,property_tax,last_sold_price,last_sold_year
Ph612 - 25 Earlington Avenue,Toronto,Kingsway South,2+1,2,Condo Apt,Apartment,65,11-15 years,Restrict,900-999 sqft,899900.0,4890.0,2641,1029900.0,2022
1816 - 5 Vicora Linkway Way,Toronto,Flemingdon Park,3,2,Condo Apt,Apartment,65,No Data,Restrict,1200-1399 sqft,679900.0,3624.0,1390,2400.0,2020
801 - 5765 Yonge Street,Toronto,Newtonbrook East,1+1,1,Condo Apt,Apartment,65,No Data,N,700-799 sqft,569900.0,2992.0,1637,2400.0,2020
1703 - 115 Mcmahon Drive,Toronto,Bayview Village,2,2,Condo Apt,Apartment,65,0-5 years,N,700-799 sqft,849900.0,4603.0,2597,2400.0,2020
1103 - 35 Finch Avenue E,Toronto,Willowdale East,1,1,Condo Apt,Apartment,65,No Data,Restrict,700-799 sqft,595800.0,3141.0,2085,585000.0,2021
1704 - 150 Sudbury Street,Toronto,Little Portugal,2,2,Condo Apt,Apartment,65,6-10 years,Restrict,800-899 sqft,835000.0,4517.0,2540,899000.0,2022
78 - 23 Eldora Avenue,Toronto,Newtonbrook West,1+1,2,Condo Townhouse,2-Storey,65,6-10 years,Restrict,600-699 sqft,655000.0,3481.0,2730,899000.0,2022
4684 Dundas Street W,Toronto,Edenbridge-humber Valley,6,4,Detached,2-Storey,75,5201.599999999999,0-5 years,No Data,2995000.0,16436.0,8127,2995000.0,2022
2708 - 83 Borough Drive,Toronto,Bendale,2+1,2,Condo Apt,Apartment,75,16-30 years,Restrict,1000-1199 sqft,758888.0,4079.0,2313,699999.0,2021
507 - 15 Lower Jarvis Street,Toronto,Waterfront Communities C8,1,1,Condo Apt,Apartment,75,0-5 years,Restrict,500-599 sqft,649500.0,3450.0,2180,679900.0,2022
167 Brookside Drive,Toronto,East End-danforth,3,4,Detached,2-Storey,69,2234.7,No Data,1100-1500 sqft,1599900.0,8650.0,5789,799000.0,2015
1501 - 80 Queens Wharf Road,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,69,No Data,Restrict,500-599 sqft,619000.0,3274.0,1864,648000.0,2022
29 Ballyconnor Court,Toronto,Bayview Woods-steeles,4+2,7,Detached,2-Storey,31,8053.5599999999995,New,3500-5000 sqft,4198888.0,23155.0,1864,4998000.0,2022
50 Bickerton Crescent,Toronto,Pleasant View,4+3,4,Detached,2-Storey,48,6075.917,No Data,2500-3000 sqft,1899999.0,10325.0,5866,1998000.0,2022
503 - 460 Adelaide Street E,Toronto,Moss Park,n/a,1,Condo Apt,Apartment,48,0-5 years,Restrict,0-499 sqft,449000.0,2296.0,1725,459000.0,2022
6 Hillholm Road,Toronto,Forest Hill South,4+1,8,Detached,2 1/2 Storey,62,4770.0,No Data,No Data,4988000.0,27559.0,15350,5556000.0,2022
904 - 575 Avenue Road,Toronto,Yonge-st. Clair,1,1,Co-Op Apt,Apartment,62,No Data,Restrict,700-799 sqft,439900.0,2244.0,15350,439900.0,2022
2002 - 72 Esther Shiner Boulevard,Toronto,Bayview Village,1+1,1,Condo Apt,Apartment,62,6-10 years,Restrict,600-699 sqft,698000.0,3729.0,2149,2000.0,2018
1008 - 39 Pemberton Avenue,Toronto,Newtonbrook East,2+1,2,Condo Apt,Apartment,62,No Data,Restrict,900-999 sqft,779900.0,4200.0,2500,779900.0,2022
1106 - 386 Yonge Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,62,No Data,Restrict,500-599 sqft,638888.0,3389.0,2591,1700.0,2021
301 - 18 Merton Street,Toronto,Mount Pleasant East,2,3,Condo Apt,2-Storey,62,16-30 years,Restrict,1400-1599 sqft,1209136.0,6469.0,3996,958000.0,2018
2326 - 5 Sheppard Avenue,Toronto,Willowdale East,2,2,Condo Apt,Apartment,62,0-5 years,Restrict,800-899 sqft,1028800.0,5463.0,3551,1038800.0,2022
55 Bainbridge Avenue,Toronto,Clanton Park,3+1,2,Detached,Bungalow,38,5950.0,No Data,No Data,1550000.0,8372.0,5166,1595000.0,2022
1001 - 39 Pemberton Avenue,Toronto,Newtonbrook East,2,2,Condo Apt,Apartment,38,No Data,N,800-899 sqft,755000.0,4057.0,2231,755000.0,2022
2505 - 11 Bogert Avenue,Toronto,Lansing-westgate,1+1,2,Condo Apt,Apartment,38,No Data,Restrict,700-799 sqft,839800.0,4545.0,2850,839800.0,2022
51 Hillcrest Avenue,Toronto,Willowdale East,4+1,3,Detached,Other,93,6514.5,No Data,3000-3500 sqft,2888000.0,15839.0,9311,2688000.0,2021
611 - 66 Portland Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,93,No Data,Restrict,600-699 sqft,788000.0,4247.0,2755,459900.0,2015
370 Rosewell Avenue,Toronto,Lawrence Park South,3,3,Detached,2-Storey,56,2700.0,No Data,No Data,2789000.0,15287.0,8815,1838000.0,2017
1410 - 11 Wellesley Street W,Toronto,Bay Street Corridor,n/a,1,Condo Apt,Apartment,56,0-5 years,Restrict,0-499 sqft,579900.0,3049.0,1722,1750.0,2021
2201 - 37 Grosvenor Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,56,No Data,Restrict,700-799 sqft,899000.0,4885.0,3273,2900.0,2021
805 - 20 Richardson Street,Toronto,Waterfront Communities C8,1+1,2,Condo Apt,Apartment,56,0-5 years,Restrict,0-499 sqft,519900.0,2704.0,1418,2900.0,2020
3202 - 75 St Nicholas Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,56,6-10 years,Restrict,700-799 sqft,1019000.0,5408.0,3477,1009900.0,2022
6607 - 388 Yonge Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,56,6-10 years,Restrict,1200-1399 sqft,1349900.0,7255.0,6711,1399999.0,2022
503 - 50 Bruyeres Mews,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,56,New,Restrict,500-599 sqft,497000.0,2572.0,1900,1800.0,2020
709 - 103 The Queensway,Toronto,High Park-swansea,1,1,Condo Apt,Apartment,56,6-10 years,Restrict,600-699 sqft,599999.0,3165.0,1946,1800.0,2020
Ph 105 - 60 Shuter Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,56,New,Restrict,600-699 sqft,848900.0,4597.0,3728,1800.0,2020
413 - 783 Bathurst Street,Toronto,University,1,1,Condo Apt,Apartment,56,6-10 years,Restrict,600-699 sqft,729000.0,3907.0,2578,727900.0,2022
311 - 60 Tannery Road,Toronto,Waterfront Communities C8,1,1,Condo Apt,Apartment,56,0-5 years,N,0-499 sqft,509900.0,2646.0,1416,1695.0,2021
1202 - 275 Yorkland Road,Toronto,Henry Farm,1+1,1,Condo Apt,Apartment,56,No Data,Restrict,700-799 sqft,639000.0,3389.0,2124,499000.0,2019
122 Honeywood Road,Toronto,Glenfield-jane Heights,3+2,2,Detached,Bungalow,46,6510.0,No Data,No Data,1485000.0,8009.0,3836,499000.0,2019
11 Stobo Lane,Toronto,Cliffcrest,3,3,Att/Row/Twnhouse,2-Storey,78,1152.55,No Data,1100-1500 sqft,860000.0,4661.0,2932,259900.0,2004
25 - 8 Kinsdale Boulevard,Toronto,Stonegate-queensway,2,1,Co-Op Apt,Apartment,78,No Data,Restrict,800-899 sqft,279900.0,1323.0,1168,259900.0,2004
1609 - 33 Harbour Square,Toronto,Waterfront Communities C1,2+1,3,Condo Apt,Apartment,78,31-50 years,N,1400-1599 sqft,1169000.0,6245.0,4384,1249000.0,2022
629 - 591 Sheppard Avenue E,Toronto,Bayview Village,2+1,2,Condo Apt,Apartment,78,No Data,Restrict,900-999 sqft,880000.0,4776.0,3425,895000.0,2022
8 Bonacres Avenue,Toronto,Centennial Scarborough,4+2,3,Detached,Bungalow,48,16575.0,No Data,No Data,1468000.0,7914.0,4310,950000.0,2019
1804 - 275 Bamburgh Circle,Toronto,Steeles,2+1,2,Condo Apt,Apartment,48,No Data,Restrict,1200-1399 sqft,688200.0,3672.0,2168,303000.0,2013
Ph-F - 8 Rosebank Drive,Toronto,Malvern,1+1,1,Condo Apt,Apartment,48,No Data,Restrict,700-799 sqft,529900.0,2761.0,1555,303000.0,2013
41 Morna Avenue,Toronto,Guildwood,3+1,2,Detached,Bungalow,24,6990.0,51-99 years,1100-1500 sqft,1298000.0,6965.0,4063,1380000.0,2022
39 Faulkner Crescent,Toronto,Humbermede,3+2,3,SEMI-DETACHED,2-Storey,37,3279.4046999999996,No Data,No Data,799900.0,4315.0,2800,799900.0,2022
203 - 1600 Keele Street,Toronto,Keelesdale-eglinton West,1+1,1,Condo Apt,Apartment,37,16-30 years,Restrict,700-799 sqft,549900.0,2876.0,1453,192000.0,2006
30 Fifeshire Road,Toronto,St. Andrew-windfields,9+3,16,Detached,3-Storey,39,24200.0,6-15 years,5000+ sqft,17888000.0,99555.0,55000,17888000.0,2022
212 - 1121 Steeles Avenue W,Toronto,Westminster-branson,2,2,Condo Apt,Apartment,39,No Data,N,1200-1399 sqft,698000.0,3729.0,2231,17888000.0,2022
142 Brighton Avenue S,Toronto,Bathurst Manor,3+2,2,Detached,Bungalow,36,6160.0,No Data,No Data,1585000.0,8567.0,5224,17888000.0,2022
3415 - 585 Bloor Street E,Toronto,North St. James Town,3,2,Condo Apt,Apartment,78,New,Restrict,900-999 sqft,1368000.0,7356.0,5224,17888000.0,2022
723 - 29 Queens Quay E,Toronto,Waterfront Communities C1,1+1,2,Condo Apt,Apartment,78,6-10 years,Restrict,700-799 sqft,939000.0,5115.0,4089,17888000.0,2022
1506 - 330 Dixon Road,Toronto,Kingsview Village-the Westway,2,1,Condo/Apt Unit,1 Storey/Apt,78,1971,Yes,938 sqft,379900.0,1898.0,4089,60000.0,2011
901 - 330 Dixon Road,Toronto,Kingsview Village-the Westway,2,1,Condo/Apt Unit,1 Storey/Apt,78,1971,Yes,938 sqft,379900.0,1898.0,4089,99900.0,2015
330 Dixon Road,Toronto,Kingsview Village-the Westway,2,1,Apartments,No Data,49,1971,No Data,938 sqft,379900.0,1898.0,4089,99900.0,2014
2211 - 81 Navy Wharf Court,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,49,New,Restrict,600-699 sqft,699000.0,3734.0,2092,309900.0,2012
168 Bogert Avenue,Toronto,Lansing-westgate,3+1,3,Detached,1 1/2 Storey,73,5500.0,No Data,No Data,2190000.0,11943.0,6500,309900.0,2012
1805 - 135 Wynford Drive,Toronto,Banbury-don Mills,2+1,2,Condo Apt,Apartment,73,No Data,Restrict,1000-1199 sqft,799000.0,4310.0,2633,825000.0,2022
1208 - 832 Bay Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,73,No Data,Restrict,800-899 sqft,998000.0,5455.0,3416,1298000.0,2022
Unit 61 - 79 Driftwood Avenue,Toronto,Glenfield-jane Heights,3+3,3,Condo Townhouse,2-Storey,73,No Data,N,1200-1399 sqft,719880.0,3855.0,1131,1298000.0,2022
71 - 655 Warden Avenue,Toronto,Clairlea-birchmount,3+1,2,Condo Townhouse,Stacked Townhse,73,6-10 years,Restrict,1200-1399 sqft,749900.0,4027.0,2390,635000.0,2020
4503 - 85 Queens Wharf Road,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,73,No Data,Restrict,600-699 sqft,799000.0,4310.0,2686,635000.0,2020
708 - 115 Antibes Drive,Toronto,Westminster-branson,2+1,2,Condo Apt,Apartment,73,No Data,Restrict,1200-1399 sqft,599000.0,3159.0,1802,279000.0,2011
406 - 761 Bay Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,73,No Data,Restrict,600-699 sqft,699000.0,3734.0,2831,1450.0,2009
606 - 20 Forest Manor Road,Toronto,Henry Farm,1,1,Condo Apt,Apartment,73,No Data,Restrict,700-799 sqft,518800.0,2698.0,1175,134900.0,2009
106 Laurel Avenue E,Toronto,Kennedy Park,4+3,5,Detached,2-Storey,37,4251.0,0-5 years,No Data,1400000.0,7534.0,3659,134900.0,2009
124 Laurentide Drive,Toronto,Parkwoods-donalda,5+2,7,Detached,Bungaloft,32,15243.7,No Data,5000+ sqft,4099000.0,22598.0,14481,4488888.0,2022
1711 - 38 Dan Leckie Way,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,32,No Data,Restrict,800-899 sqft,789900.0,4257.0,2452,399999.0,2016
76 Alexis Boulevard,Toronto,Clanton Park,4+2,4,Detached,Bungalow,72,8251.25,31-50 years,No Data,1599999.0,8651.0,6016,989000.0,2016
210 - 2772 Keele Street,Toronto,Downsview-roding-cfb,1,1,Condo Apt,Apartment,72,11-15 years,Restrict,500-599 sqft,499888.0,2589.0,1277,499888.0,2022
905 - 8 Silverbell Grove,Toronto,Malvern,1+1,2,Condo Apt,Apartment,72,No Data,Restrict,800-899 sqft,540000.0,2819.0,648,126900.0,2005
1023 - 100 Harrison Garden Boulevard,Toronto,Willowdale East,2+1,2,Condo Apt,Other,72,11-15 years,Restrict,1000-1199 sqft,998000.0,5455.0,3256,1069000.0,2022
309 - 15 Holmes Avenue,Toronto,Willowdale East,1+1,1,Condo Apt,Apartment,72,New,Restrict,500-599 sqft,628900.0,3331.0,3256,1069000.0,2022
137 Lakeridge Drive,Toronto,Centennial Scarborough,3+1,4,Detached,2-Storey,55,2421.378,6-15 years,2000-2500 sqft,1199900.0,6418.0,4531,1069000.0,2022
1184 Ossington Avenue,Toronto,Wychwood,5+1,5,Duplex,3-Storey,70,1701.72,No Data,No Data,1515000.0,8176.0,3880,1729998.0,2022
3809 - 80 John Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,70,No Data,Restrict,500-599 sqft,649000.0,3447.0,2440,408000.0,2015
3607 - 80 John Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,70,No Data,Restrict,600-699 sqft,745900.0,4004.0,2749,659900.0,2018
1 - 4277 Lawrence Avenue E,Toronto,West Hill,2+1,2,Condo Townhouse,2-Storey,70,No Data,Restrict,1000-1199 sqft,620000.0,3280.0,2073,660000.0,2022
407A - 3233 Eglinton Avenue E,Toronto,Scarborough Village,2,2,Condo Apt,Apartment,70,No Data,Restrict,1000-1199 sqft,539900.0,2819.0,1302,660000.0,2022
704 - 135 Maitland Street,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,70,No Data,Restrict,600-699 sqft,619000.0,3274.0,2035,675000.0,2022
1716 - 85 Wood Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,70,0-5 years,Restrict,700-799 sqft,935000.0,5092.0,3318,950000.0,2022
2003 - 45 Carlton Street,Toronto,Church-yonge Corridor,2+2,2,Condo Apt,Apartment,70,No Data,Restrict,1200-1399 sqft,849900.0,4603.0,2982,899000.0,2022
Th1 - 1 Forest Hill Road,Toronto,Forest Hill South,2+2,4,Condo Apt,2-Storey,70,New,Restrict,3500-3749 sqft,5299000.0,29295.0,2982,5395000.0,2022
906 - 10 Delisle Avenue,Toronto,Yonge-st. Clair,2+1,3,Condo Apt,Apartment,70,No Data,Restrict,1600-1799 sqft,1795000.0,9739.0,6970,969000.0,2013
304 - 346 Davenport Road,Toronto,Annex,2,3,Condo Apt,Apartment,70,New,Restrict,1600-1799 sqft,2749900.0,15068.0,6970,2749900.0,2022
703 - 346 Davenport Road,Toronto,Annex,2+1,3,Condo Apt,Apartment,70,New,Restrict,1800-1999 sqft,3284900.0,18054.0,6970,2749900.0,2022
2109 - 28 Empress Avenue,Toronto,Willowdale East,2+1,2,Condo Apt,Apartment,70,No Data,Restrict,900-999 sqft,780000.0,4200.0,2569,283000.0,2004
243 - 4001 Don Mills Road,Toronto,Hillcrest Village,2+1,2,Condo Townhouse,2-Storey,70,31-50 years,Restrict,1200-1399 sqft,735000.0,3942.0,2104,283000.0,2004
57 - 2014 Martin Grove Road,Toronto,West Humber-clairville,3+1,2,Condo Townhouse,2-Storey,70,No Data,Restrict,1200-1399 sqft,699900.0,3740.0,1542,729000.0,2022
103 - 335 Mill Road,Toronto,Eringate-centennial-west Deane,2,2,Condo Apt,Apartment,70,No Data,Restrict,1000-1199 sqft,468000.0,2405.0,1371,169500.0,2003
2510 - 600 Fleet Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,70,No Data,Restrict,500-599 sqft,659900.0,3509.0,1883,689900.0,2022
1619 - 111 Elizabeth Street,Toronto,Bay Street Corridor,1+1,1,Condo Apt,Apartment,70,No Data,Restrict,600-699 sqft,899000.0,4885.0,2768,749900.0,2021
1904 - 501 St Clair Avenue W,Toronto,Casa Loma,1,1,Condo Apt,Apartment,70,0-5 years,Restrict,500-599 sqft,699000.0,3734.0,267,699000.0,2022
1013 - 111 St Clair Avenue,Toronto,Yonge-st. Clair,3,2,Condo Apt,Apartment,70,0-5 years,Restrict,1200-1399 sqft,1999999.0,10883.0,6319,699000.0,2022
2505 - 2221 Yonge Street,Toronto,Mount Pleasant West,1+1,1,Condo Apt,Apartment,70,No Data,Restrict,600-699 sqft,625000.0,3309.0,2521,2100.0,2022
2 Bemberg Court,Toronto,Elms-old Rexdale,3,2,Detached,Other,43,5580.0,No Data,No Data,1099000.0,5855.0,3560,899900.0,2020
202 - 20 Marina Avenue,Toronto,Long Branch,2,2,Condo Townhouse,2-Storey,43,6-10 years,Restrict,1000-1199 sqft,899000.0,4885.0,3165,548888.0,2017
180 Lee Avenue,Toronto,The Beaches,5+1,6,Detached,2 1/2 Storey,89,3071.2895999999996,No Data,2500-3000 sqft,2990000.0,16408.0,8340,2999900.0,2022
102 - 80 Quebec Avenue,Toronto,High Park North,3,3,Condo Townhouse,2-Storey,89,31-50 years,Restrict,1200-1399 sqft,1349000.0,7250.0,4127,2999900.0,2022
731 Lansdowne Avenue,Toronto,Dovercourt-wallace Emerson-junction,3+1,3,Detached,2 1/2 Storey,88,2000.0,No Data,No Data,1499000.0,8087.0,5352,699000.0,2017
109 - 21 Earl Street,Toronto,North St. James Town,1,1,Condo Apt,Loft,88,No Data,Restrict,600-699 sqft,649900.0,3452.0,2047,295000.0,2011
73 Melville Avenue,Toronto,Dovercourt-wallace Emerson-junction,3,2,Detached,2-Storey,71,2281.7200000000003,100+ years,2000-2500 sqft,1499900.0,8092.0,11928,295000.0,2011
108 Eaton Avenue,Toronto,Danforth,3,4,Detached,2-Storey,87,2280.0,31-50 years,1500-2000 sqft,1999000.0,10877.0,6196,1790000.0,2022
1407 - 2121 Lakeshore Boulevard W,Toronto,Mimico,1+1,2,Condo Apt,Apartment,87,16-30 years,Restrict,800-899 sqft,799000.0,4310.0,2162,799900.0,2022
Th 9 - 240 Broadway Avenue,Toronto,Mount Pleasant East,2+1,3,Condo Townhouse,3-Storey,87,31-50 years,Restrict,1600-1799 sqft,1599000.0,8645.0,5245,799900.0,2022
116 Regent Road,Toronto,Downsview-roding-cfb,2,2,Detached,Bungalow,68,5413.32,51-99 years,1100-1500 sqft,1225000.0,6558.0,3697,799900.0,2022
150 Church Avenue,Toronto,Willowdale East,3,1,Detached,Bungalow,59,7595.5,No Data,No Data,1865000.0,10130.0,8335,1988000.0,2022
901 - 10 Tangreen Court,Toronto,Newtonbrook West,3,2,Condo Apt,Apartment,59,No Data,Restrict,1000-1199 sqft,699900.0,3740.0,2281,1988000.0,2022
68 Edna Avenue,Toronto,High Park North,3+1,2,Detached,2-Storey,86,2937.5,51-99 years,1100-1500 sqft,1399000.0,7529.0,5084,1448800.0,2022
15 Hubert Avenue,Toronto,Clairlea-birchmount,3,2,Detached,Bungalow,52,5840.0,51-99 years,700-1100 sqft,979000.0,5346.0,3282,1448800.0,2022
12 Sunvale Drive,Toronto,Willowridge-martingrove-richview,5+2,8,Detached,2-Storey,43,16000.0,0-5 years,5000+ sqft,4125000.0,22743.0,19000,3999999.0,2022
77 Forty First Street,Toronto,Long Branch,3,2,Detached,Bungalow,59,6000.0,51-99 years,1100-1500 sqft,1299000.0,6971.0,2129,3999999.0,2022
#922 - 525 Wilson Avenue,Toronto,Clanton Park,2+1,2,Condo Apt,Apartment,59,6-10 years,Restrict,900-999 sqft,810000.0,4373.0,2648,835000.0,2022
105 - 451 The West Mall,Toronto,Etobicoke West Mall,1,1,Condo Apt,Apartment,59,No Data,Restrict,800-899 sqft,499000.0,2584.0,1017,499900.0,2022
2009 - 1 Bloor Street E,Toronto,Church-yonge Corridor,1+1,2,Condo Apt,Apartment,59,0-5 years,Restrict,700-799 sqft,998900.0,5460.0,4044,1048888.0,2022
30 Knowland Drive,Toronto,Edenbridge-humber Valley,3,3,Detached,Bungalow-Raised,38,5511.0,No Data,No Data,1499900.0,8092.0,5150,1048888.0,2022
10 Norseman Street,Toronto,Stonegate-queensway,3+1,2,Detached,Bungalow,52,5280.0,51-99 years,1100-1500 sqft,1699000.0,9203.0,5561,619900.0,2007
707 - 8 Mondeo Drive,Toronto,Dorset Park,2,2,Condo Apt,Apartment,52,No Data,Restrict,900-999 sqft,625000.0,3309.0,2010,329900.0,2016
316 - 629 King Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,52,0-5 years,Restrict,600-699 sqft,576000.0,3027.0,2687,1750.0,2020
918 - 20 Richardson Street,Toronto,Waterfront Communities C8,2,2,Condo Apt,Apartment,52,No Data,Restrict,600-699 sqft,820000.0,4431.0,1317,820000.0,2022
68 Robert Street,Toronto,Weston,2,1,Detached,1 1/2 Storey,53,3712.0,No Data,No Data,899000.0,4885.0,2829,259900.0,2008
30 Carnation Avenue,Toronto,Weston,2,3,Apartments,3 Level,53,No Data,No Data,1206 sqft,959000.0,5230.0,2829,838800.0,2021
703 - 80 Esther Lorrie Drive,Toronto,West Humber-clairville,1+1,1,Condo Apt,Apartment,53,6-10 years,Restrict,600-699 sqft,534900.0,2790.0,1769,339000.0,2018
1408 - 301 Prudential Drive,Toronto,Dorset Park,2+1,2,Condo Apt,Apartment,53,31-50 years,Restrict,1000-1199 sqft,620000.0,3280.0,1051,449000.0,2020
12 Dennis Avenue,Toronto,Mount Dennis,7+2,5,Detached,3-Storey,51,4545.179999999999,0-5 years,3000-3500 sqft,2800000.0,15348.0,7482,2800000.0,2021
509 - 2287 Lake Shore Boulevard,Toronto,Mimico,2,3,Condo Apt,Apartment,51,No Data,Restrict,1600-1799 sqft,1449000.0,7808.0,4266,1549000.0,2022
6707 - 388 Yonge Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,51,No Data,Restrict,1200-1399 sqft,1350000.0,7255.0,6686,5000.0,2019
1408 - 301 Prudential Drive,Toronto,Dorset Park,2+1,2,Condo Apt,Apartment,51,31-50 years,Restrict,1000-1199 sqft,620000.0,3280.0,1051,449000.0,2020
12 Dennis Avenue,Toronto,Mount Dennis,7+2,5,Detached,3-Storey,51,4545.179999999999,0-5 years,3000-3500 sqft,2800000.0,15348.0,7482,2800000.0,2021
509 - 2287 Lake Shore Boulevard,Toronto,Mimico,2,3,Condo Apt,Apartment,51,No Data,Restrict,1600-1799 sqft,1449000.0,7808.0,4266,1549000.0,2022
6707 - 388 Yonge Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,51,No Data,Restrict,1200-1399 sqft,1350000.0,7255.0,6686,5000.0,2019
908 - 19 Bathurst Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,51,0-5 years,Restrict,500-599 sqft,689000.0,3677.0,6686,725000.0,2022
3512 - 87 Peter Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,51,0-5 years,Restrict,0-499 sqft,635000.0,3366.0,2077,689000.0,2022
3503 - 2220 Lake Shore Boulevard W,Toronto,Mimico,1+1,1,Condo Apt,Apartment,51,6-10 years,Restrict,500-599 sqft,608000.0,3211.0,1858,689000.0,2022
Th82 - 30 Carnation Avenue,Toronto,Long Branch,2,3,Condo Townhouse,3-Storey,51,6-10 years,Restrict,1200-1399 sqft,899999.0,4891.0,2884,999000.0,2022
19 - 3100 Kingston Road,Toronto,Cliffcrest,3,2,Condo Townhouse,2-Storey,51,No Data,Restrict,1200-1399 sqft,734500.0,3939.0,2022,999000.0,2022
806 - 18 Yonge Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,51,No Data,Restrict,600-699 sqft,580000.0,3050.0,2053,194900.0,2005
96 Finch Avenue E,Toronto,Newtonbrook East,2+2,2,Detached,Bungalow,61,6000.0,No Data,No Data,3896000.0,21465.0,8184,688800.0,2007
94 Finch Avenue E,Toronto,Newtonbrook East,3+2,2,Detached,Bungalow,61,6000.0,No Data,No Data,3896000.0,21465.0,8120,1850.0,2012
376 George Street,Toronto,Moss Park,4+1,5,SEMI-DETACHED,2 1/2 Storey,94,1475.01,51-99 years,No Data,2149000.0,11715.0,6500,2150000.0,2022
92 Finch Avenue E,Toronto,Newtonbrook East,2+2,2,Detached,Bungalow,61,6000.0,No Data,No Data,3896000.0,21465.0,8120,1750.0,2009
405 - 128 Fairview Mall Drive,Toronto,Don Valley Village,2,2,Condo Apt,Apartment,61,No Data,Restrict,700-799 sqft,680000.0,3625.0,2242,699000.0,2022
534 - 4645 Jane Street,Toronto,Black Creek,2,1,Condo Apt,Apartment,61,51-99 years,Restrict,900-999 sqft,299900.0,1438.0,254,310000.0,2022
1610 - 181 Bedford Road,Toronto,Annex,2,2,Condo Apt,Apartment,61,New,Restrict,600-699 sqft,869000.0,4713.0,254,310000.0,2022
113 Chester Avenue,Toronto,Playter Estates-danforth,3,2,Detached,2-Storey,92,3325.0,100+ years,2500-3000 sqft,1998000.0,10872.0,6401,310000.0,2022
54 Gray Avenue,Toronto,Rockcliffe-smythe,2+1,2,Detached,Bungalow,31,2201.0,No Data,No Data,929900.0,5063.0,2680,310000.0,2022
3 Purling Place,Toronto,Banbury-don Mills,4+1,7,Detached,2-Storey,22,17438.5792,No Data,5000+ sqft,8995000.0,49923.0,27471,8995000.0,2022
826 Carlaw Avenue,Toronto,Playter Estates-danforth,2+2,2,SEMI-DETACHED,2 1/2 Storey,93,1885.2456,No Data,No Data,1295000.0,6948.0,6048,1395.0,2002
1016 - 1883 Mcnicoll Avenue,Toronto,Steeles,2,2,Condo Apt,Apartment,93,No Data,Restrict,800-899 sqft,628000.0,3326.0,1852,268900.0,2014
